Date,Temperature,Humidity,Pressure,HeatIndex
2005-05-22,20.92,42.69,1021.58,35.95
2005-05-23,22.9,73.75,1045.46,13.37
2005-05-24,13.02,38.75,988.33,10.51
2005-05-25,31.99,38.9,991.8,13.84
2005-05-26,17.42,40.6,993.16,29.29
2005-05-27,26.31,89.47,1047.59,48.11
2005-05-28,10.33,98.49,989.92,28.88
2005-06-01,25.64,45.9,1010.61,47.44
2005-06-02,32.97,21.4,1006.21,12.65
2005-06-03,34.02,61.01,1006.58,10.73
2005-06-04,18.03,67.7,1022.19,45.83
2005-06-05,16.78,48.23,981.27,11.05
2005-06-06,30.37,30.06,980.23,47.11
2005-06-07,22.78,28.41,992.72,40.45
2005-06-08,12.93,67.37,1049.24,11.2
2005-06-09,13.78,84.7,989.12,36.06
2005-06-10,22.73,20.91,1022.78,19.5
2005-06-11,34.03,65.75,1018.04,27.34
2005-06-12,39.07,33.23,988.48,31.02
2005-06-13,30.52,42.98,1002.28,47.75
2005-06-14,39.7,84.86,1006.39,25.62
2005-06-15,32.0,50.87,1032.36,20.63
2005-06-16,25.59,68.44,1048.33,29.3
2005-06-17,30.51,22.21,1007.47,10.18
2005-06-18,13.85,84.43,982.99,18.52
2005-06-19,12.05,77.0,982.72,21.18
2005-06-20,16.08,46.71,1045.59,46.72
2005-06-21,16.11,73.29,994.71,11.05
2005-06-22,12.13,38.74,1007.79,16.17
2005-06-23,11.77,33.1,991.56,44.37
2005-06-24,19.62,50.54,981.45,14.23
2005-06-25,27.86,99.1,1024.18,14.8
2005-06-26,31.22,89.35,1035.83,25.5
2005-06-27,14.05,59.22,1044.68,44.23
2005-06-28,24.38,73.82,1009.68,23.29
2005-07-01,31.72,95.65,1001.0,29.57
2005-07-02,16.5,56.04,1048.09,16.67
2005-07-03,27.19,31.71,1002.38,20.45
2005-07-04,28.08,76.86,1003.26,19.55
2005-07-05,23.43,84.41,1018.51,48.94
2005-07-06,16.78,71.38,993.69,43.81
2005-07-07,23.43,98.36,1017.14,22.81
2005-07-08,32.02,48.48,1013.41,23.07
2005-07-09,18.06,59.06,1018.91,23.04
2005-07-10,23.6,43.37,1033.31,45.28
2005-07-11,39.57,87.45,998.78,28.62
2005-07-12,30.86,87.69,1033.36,41.88
2005-07-13,17.12,34.14,1020.29,34.56
2005-07-14,38.03,35.17,1022.65,33.75
2005-07-15,18.26,79.44,1044.03,15.32
2005-07-16,30.43,80.98,1008.48,16.67
2005-07-17,19.63,68.22,984.43,21.43
2005-07-18,21.71,46.96,1024.36,29.77
2005-07-19,13.37,56.97,1002.95,48.06
2005-07-20,31.27,55.78,1029.37,42.89
2005-07-21,12.18,71.91,983.24,16.34
2005-07-22,26.0,93.94,1013.04,30.42
2005-07-23,16.16,82.78,1023.6,44.0
2005-07-24,36.88,99.23,986.49,36.26
2005-07-25,19.53,64.41,1001.06,16.06
2005-07-26,11.69,38.08,993.49,32.39
2005-07-27,23.69,59.53,1012.16,46.68
2005-07-28,35.35,79.38,993.03,28.21
2005-08-01,11.87,92.73,1010.31,45.59
2005-08-02,30.84,24.95,994.31,12.26
2005-08-03,25.79,98.21,1004.46,42.03
2005-08-04,31.46,40.51,1033.64,14.06
2005-08-05,29.5,40.96,1048.81,12.6
2005-08-06,15.02,60.18,987.36,42.33
2005-08-07,36.19,69.76,993.4,15.09
2005-08-08,26.09,74.25,1043.53,10.76
2005-08-09,30.59,76.13,1035.01,23.26
2005-08-10,26.87,75.28,982.01,40.04
2005-08-11,35.12,78.65,987.23,32.62
2005-08-12,29.43,21.12,1002.19,32.52
2005-08-13,21.11,41.8,984.13,27.79
2005-08-14,33.5,54.28,1032.1,36.69
2005-08-15,19.02,96.11,1038.73,28.16
2005-08-16,24.31,40.36,1028.91,26.4
2005-08-17,31.63,42.69,1023.87,41.93
2005-08-18,32.57,80.9,1043.91,40.2
2005-08-19,22.31,81.2,1011.75,15.56
2005-08-20,35.44,75.48,991.13,12.37
2005-08-21,21.96,41.07,1041.62,38.84
2005-08-22,22.34,80.69,982.82,39.69
2005-08-23,23.64,54.67,1042.79,18.27
2005-08-24,11.69,96.3,1032.7,32.9
2005-08-25,17.45,29.75,1013.05,29.64
2005-08-26,36.73,78.89,1048.06,35.88
2005-08-27,37.96,32.01,999.77,22.51
2005-08-28,35.84,31.6,1014.02,35.36
2005-09-01,20.06,99.94,982.01,11.63
2005-09-02,27.97,65.83,1018.63,40.81
2005-09-03,38.17,59.69,985.1,24.41
2005-09-04,22.31,66.62,1036.53,49.08
2005-09-05,12.55,96.85,1021.52,21.09
2005-09-06,33.41,96.05,984.68,36.77
2005-09-07,29.67,41.75,1011.81,15.26
2005-09-08,34.1,45.45,1012.49,21.49
2005-09-09,17.28,88.64,997.51,14.64
2005-09-10,22.36,22.14,1009.61,24.89
2005-09-11,10.85,70.92,1004.47,11.44
2005-09-12,21.18,65.67,1007.08,11.2
2005-09-13,10.06,31.02,985.7,34.04
2005-09-14,19.04,90.27,1035.73,46.72
2005-09-15,30.83,63.13,1019.05,16.86
2005-09-16,18.35,59.3,980.8,29.4
2005-09-17,28.68,84.74,991.34,39.37
2005-09-18,16.64,80.93,1022.66,31.42
2005-09-19,10.93,80.01,1044.95,47.88
2005-09-20,31.14,46.43,1043.13,28.49
2005-09-21,24.98,21.24,995.66,19.07
2005-09-22,21.11,63.07,1039.37,18.56
2005-09-23,36.01,27.87,992.3,30.01
2005-09-24,23.09,35.57,1038.24,25.62
2005-09-25,32.96,97.26,998.56,48.95
2005-09-26,18.93,76.96,985.41,42.0
2005-09-27,29.33,44.11,1038.42,16.18
2005-09-28,21.22,85.41,1016.28,42.72
2005-10-01,16.68,89.55,1001.32,41.77
2005-10-02,23.38,81.4,982.7,48.04
2005-10-03,26.03,62.34,1040.36,14.34
2005-10-04,37.55,94.93,1022.31,33.25
2005-10-05,25.33,81.38,989.44,44.25
2005-10-06,23.54,80.98,1024.33,15.28
2005-10-07,25.87,61.12,995.52,11.24
2005-10-08,14.53,90.84,1023.72,15.13
2005-10-09,17.3,91.08,985.23,25.68
2005-10-10,26.29,51.26,1048.94,40.44
2005-10-11,10.17,81.3,991.16,41.05
2005-10-12,35.18,94.69,989.12,15.63
2005-10-13,34.7,67.09,1002.97,23.09
2005-10-14,34.39,64.17,1008.09,48.14
2005-10-15,19.0,65.74,995.57,33.32
2005-10-16,29.41,79.0,1005.69,22.14
2005-10-17,30.08,51.5,1047.55,33.06
2005-10-18,35.74,51.14,994.82,11.0
2005-10-19,11.81,72.0,1023.85,16.99
2005-10-20,20.16,60.68,999.18,27.77
2005-10-21,29.5,82.9,1020.83,42.94
2005-10-22,32.61,93.75,999.59,16.14
2005-10-23,38.27,27.09,1025.7,37.01
2005-10-24,36.67,63.36,982.16,31.56
2005-10-25,38.85,47.52,1010.73,17.76
2005-10-26,27.75,43.4,1017.0,18.77
2005-10-27,24.1,46.18,999.48,36.55
2005-10-28,28.61,85.26,1013.49,14.63
2005-11-01,28.74,49.05,1003.3,45.09
2005-11-02,26.84,49.6,1035.93,11.27
2005-11-03,36.24,40.04,1011.91,24.11
2005-11-04,31.11,41.21,1017.55,49.36
2005-11-05,36.63,25.62,1016.3,22.42
2005-11-06,34.19,92.85,988.57,34.19
2005-11-07,22.56,46.3,1007.77,34.17
2005-11-08,15.02,84.3,982.18,22.25
2005-11-09,15.62,74.63,1020.99,27.79
2005-11-10,36.23,88.36,1014.01,40.62
2005-11-11,27.22,64.79,980.95,42.59
2005-11-12,25.29,84.01,982.63,32.81
2005-11-13,14.38,25.81,1025.69,21.16
2005-11-14,20.67,92.69,1019.17,45.78
2005-11-15,22.49,64.89,1034.15,36.93
2005-11-16,39.4,73.72,1044.08,48.71
2005-11-17,32.54,67.44,1005.01,28.43
2005-11-18,21.67,32.31,998.22,11.32
2005-11-19,22.41,73.94,1008.63,25.08
2005-11-20,24.02,84.97,981.64,13.26
2005-11-21,38.66,51.37,1028.4,49.17
2005-11-22,12.74,70.22,1010.36,21.12
2005-11-23,17.98,79.76,1041.88,48.17
2005-11-24,33.05,90.55,1022.96,27.45
2005-11-25,35.36,32.01,1039.95,18.26
2005-11-26,16.11,36.94,995.85,34.11
2005-11-27,12.23,73.66,1022.84,21.31
2005-11-28,34.34,54.53,999.17,26.14
2005-12-01,19.22,99.15,1037.04,44.53
2005-12-02,18.98,91.83,1031.48,43.85
2005-12-03,16.6,84.6,1014.4,43.4
2005-12-04,25.17,22.26,990.23,48.13
2005-12-05,28.63,91.79,985.82,21.82
2005-12-06,21.37,80.68,1047.25,41.6
2005-12-07,18.49,92.31,997.16,37.06
2005-12-08,38.06,35.47,1046.56,18.37
2005-12-09,16.85,86.3,1037.07,31.49
2005-12-10,14.78,25.79,1020.33,27.26
2005-12-11,38.62,48.24,984.99,48.51
2005-12-12,19.12,24.73,1027.62,22.45
2005-12-13,20.59,42.36,991.68,16.02
2005-12-14,11.73,23.72,982.68,43.99
2005-12-15,36.77,37.36,995.43,32.36
2005-12-16,33.12,30.63,999.77,40.67
2005-12-17,21.38,39.86,1011.1,23.78
2005-12-18,11.09,42.14,986.07,23.18
2005-12-19,32.9,21.71,1026.54,42.75
2005-12-20,26.9,35.58,981.19,10.3
2005-12-21,37.86,85.24,1003.05,35.27
2005-12-22,11.14,30.81,1037.22,41.34
2005-12-23,37.05,88.04,983.69,29.72
2005-12-24,14.36,69.08,1035.84,13.85
2005-12-25,13.86,54.2,1021.28,47.71
2005-12-26,23.98,27.81,1012.33,23.24
2005-12-27,36.31,70.8,1003.14,25.67
2005-12-28,38.19,85.85,1004.95,40.12
2006-01-01,38.09,41.8,1022.66,17.0
2006-01-02,35.44,96.98,1047.89,39.36
2006-01-03,14.11,64.88,1000.04,36.78
2006-01-04,36.32,33.35,1040.05,44.16
2006-01-05,37.12,86.15,999.04,10.81
2006-01-06,37.37,47.33,998.35,47.18
2006-01-07,29.95,43.82,1028.95,14.16
2006-01-08,22.82,34.8,1020.04,31.5
2006-01-09,26.8,43.45,1044.32,29.08
2006-01-10,14.27,35.15,1032.81,15.45
2006-01-11,11.58,84.07,997.66,38.35
2006-01-12,10.48,33.56,992.59,15.33
2006-01-13,36.29,57.16,1022.84,42.12
2006-01-14,39.75,96.7,1006.6,44.99
2006-01-15,33.62,69.73,1042.9,19.62
2006-01-16,11.72,88.21,993.39,48.66
2006-01-17,28.9,78.06,1014.42,19.7
2006-01-18,17.21,61.13,1047.85,11.2
2006-01-19,10.79,66.6,983.07,42.58
2006-01-20,10.02,62.15,1021.12,37.21
2006-01-21,11.86,86.76,998.46,12.22
2006-01-22,24.75,56.27,1014.86,22.6
2006-01-23,33.04,37.46,1036.02,40.24
2006-01-24,14.54,70.4,1022.55,19.7
2006-01-25,12.73,74.65,986.56,32.55
2006-01-26,10.69,50.9,1034.44,15.35
2006-01-27,33.0,42.3,980.91,21.59
2006-01-28,16.98,67.63,1000.52,30.1
2006-02-01,23.98,95.96,994.18,35.47
2006-02-02,30.3,41.57,1029.61,28.22
2006-02-03,19.2,98.21,1024.15,48.89
2006-02-04,18.61,52.73,1031.59,41.28
2006-02-05,10.2,79.1,1017.3,26.09
2006-02-06,20.52,99.39,988.25,35.71
2006-02-07,32.65,68.88,1029.86,23.49
2006-02-08,29.6,63.69,1024.7,10.18
2006-02-09,21.74,99.97,1005.25,34.59
2006-02-10,23.51,59.94,1043.94,37.94
2006-02-11,31.71,54.39,1009.68,42.2
2006-02-12,21.77,54.13,1006.86,43.5
2006-02-13,32.82,43.75,1024.4,49.36
2006-02-14,25.07,40.46,1039.14,37.64
2006-02-15,33.77,59.38,1008.22,16.61
2006-02-16,20.85,88.9,1036.4,19.18
2006-02-17,38.17,94.31,1022.3,39.08
2006-02-18,28.34,88.5,985.65,44.15
2006-02-19,21.87,33.31,1026.01,46.34
2006-02-20,34.58,73.67,989.0,35.38
2006-02-21,20.05,82.09,1002.3,23.36
2006-02-22,33.72,73.5,1007.86,36.49
2006-02-23,13.16,24.07,1019.55,34.04
2006-02-24,21.94,93.14,1000.36,44.65
2006-02-25,22.76,79.14,1020.08,35.9
2006-02-26,39.2,28.12,1026.01,32.45
2006-02-27,27.51,55.92,1037.18,37.05
2006-02-28,12.48,49.94,990.71,18.17
2006-03-01,21.13,62.29,1043.67,30.62
2006-03-02,31.24,42.42,1049.64,11.65
2006-03-03,39.9,25.31,987.86,25.36
2006-03-04,14.61,93.8,1041.76,13.68
2006-03-05,10.17,26.86,986.9,19.08
2006-03-06,10.47,91.87,985.28,21.39
2006-03-07,22.91,32.07,1029.5,44.96
2006-03-08,34.22,49.63,1003.06,12.2
2006-03-09,13.85,65.11,1001.36,42.34
2006-03-10,36.34,51.89,1017.18,29.74
2006-03-11,37.37,26.23,982.38,13.55
2006-03-12,18.03,59.35,995.47,18.02
2006-03-13,37.51,74.08,1019.13,49.66
2006-03-14,32.77,39.39,1013.81,14.63
2006-03-15,32.91,94.75,1041.8,27.16
2006-03-16,10.95,55.64,1015.53,10.25
2006-03-17,24.1,49.86,985.76,29.17
2006-03-18,19.81,37.71,986.27,27.12
2006-03-19,24.59,60.7,1014.15,38.86
2006-03-20,35.19,43.54,993.89,44.72
2006-03-21,27.98,61.01,994.99,25.4
2006-03-22,27.04,71.63,1045.26,37.38
2006-03-23,39.18,70.54,1039.22,24.12
2006-03-24,17.22,78.12,995.77,44.2
2006-03-25,39.75,31.54,1038.27,47.24
2006-03-26,27.4,54.25,1035.82,35.4
2006-03-27,23.43,39.52,1024.12,19.39
2006-03-28,36.47,27.68,1021.09,35.84
2006-04-01,13.89,96.98,995.12,34.18
2006-04-02,22.78,85.01,986.79,17.66
2006-04-03,14.02,77.26,1022.51,43.24
2006-04-04,39.7,74.22,1046.33,10.57
2006-04-05,28.55,39.94,1044.05,43.59
2006-04-06,25.41,83.66,980.36,45.95
2006-04-07,35.83,99.34,1044.59,32.53
2006-04-08,23.13,61.59,1035.98,36.06
2006-04-09,28.73,27.41,1012.61,45.16
2006-04-10,19.69,63.11,1024.17,38.14
2006-04-11,15.97,90.74,1048.73,12.48
2006-04-12,15.8,76.79,1036.1,45.61
2006-04-13,26.42,52.96,1008.05,33.55
2006-04-14,37.36,98.63,1041.21,24.62
2006-04-15,23.96,25.58,1049.12,20.95
2006-04-16,27.06,47.81,996.31,40.08
2006-04-17,36.13,78.37,987.38,43.97
2006-04-18,29.23,86.74,1022.51,23.35
2006-04-19,35.03,69.66,991.14,11.51
2006-04-20,22.86,72.59,984.84,35.06
2006-04-21,23.83,96.09,1020.26,16.84
2006-04-22,27.77,30.83,1039.88,25.34
2006-04-23,12.01,66.94,1037.69,35.28
2006-04-24,27.56,82.87,1025.06,28.53
2006-04-25,21.28,96.15,990.89,44.73
2006-04-26,20.53,29.22,1008.42,46.12
2006-04-27,30.88,83.57,1040.74,27.51
2006-04-28,22.76,80.47,998.89,31.37
2006-05-01,28.29,52.99,1048.58,27.24
2006-05-02,15.52,84.98,1047.89,38.13
2006-05-03,32.98,95.62,1030.94,28.09
2006-05-04,35.43,72.67,982.8,40.19
2006-05-05,20.71,85.18,987.04,39.79
2006-05-06,29.36,85.78,1026.96,43.92
2006-05-07,19.6,28.29,1023.89,38.34
2006-05-08,11.26,30.82,1011.14,43.2
2006-05-09,19.61,30.75,1006.2,14.56
2006-05-10,25.84,37.57,1041.32,46.9
2006-05-11,19.4,50.98,985.83,34.75
2006-05-12,28.45,58.08,988.56,14.47
2006-05-13,23.03,71.66,1047.84,27.36
2006-05-14,16.97,56.0,995.22,35.73
2006-05-15,32.59,76.59,992.21,48.46
2006-05-16,27.09,29.01,1026.04,13.54
2006-05-17,21.27,37.04,1007.23,42.51
2006-05-18,31.34,38.65,1008.52,15.12
2006-05-19,31.27,86.48,1038.01,10.15
2006-05-20,38.28,29.68,1038.61,49.86
2006-05-21,31.22,33.16,1001.7,43.95
2006-05-22,30.18,81.73,1000.26,13.34
2006-05-23,31.14,39.84,1036.78,15.77
2006-05-24,35.65,99.06,1009.94,44.83
2006-05-25,28.25,84.89,1020.3,15.22
2006-05-26,28.42,23.03,1020.28,12.54
2006-05-27,24.18,70.46,985.65,45.24
2006-05-28,30.88,55.98,998.57,39.62
2006-06-01,21.53,76.55,1012.71,26.31
2006-06-02,24.0,23.11,1011.59,39.86
2006-06-03,31.46,51.98,1031.71,47.78
2006-06-04,20.42,84.88,981.05,40.88
2006-06-05,19.21,21.92,999.02,27.85
2006-06-06,32.46,63.69,1049.43,49.67
2006-06-07,13.19,28.03,1033.24,12.98
2006-06-08,20.77,27.4,1021.9,21.71
2006-06-09,22.93,91.22,1008.05,30.95
2006-06-10,11.33,76.34,1013.29,17.41
2006-06-11,36.44,50.36,1027.85,14.7
2006-06-12,24.54,84.01,1028.14,45.14
2006-06-13,38.83,65.72,1010.72,39.79
2006-06-14,29.66,84.04,1017.84,23.35
2006-06-15,24.04,29.29,1022.98,30.0
2006-06-16,14.45,81.75,1009.67,46.63
2006-06-17,33.25,58.29,1010.1,21.1
2006-06-18,21.83,99.84,1042.02,23.31
2006-06-19,31.67,34.37,1004.41,32.88
2006-06-20,22.15,77.83,1038.41,15.66
2006-06-21,31.54,30.02,1044.01,34.4
2006-06-22,12.96,67.48,989.43,32.66
2006-06-23,34.51,34.81,1025.43,28.34
2006-06-24,10.24,49.9,1044.26,29.44
2006-06-25,20.06,94.43,1039.04,45.38
2006-06-26,24.45,93.57,1018.68,13.11
2006-06-27,14.46,23.55,1040.61,13.98
2006-06-28,32.55,28.3,1049.24,10.24
2006-07-01,31.97,65.53,1035.55,35.75
2006-07-02,15.3,39.04,999.18,12.82
2006-07-03,26.06,92.81,1013.78,21.53
2006-07-04,16.29,47.11,985.29,38.51
2006-07-05,13.78,71.67,1008.6,11.81
2006-07-06,31.51,77.32,1043.06,35.59
2006-07-07,23.52,95.43,1010.85,20.44
2006-07-08,18.2,69.05,1010.37,43.56
2006-07-09,38.3,62.35,1040.79,27.98
2006-07-10,11.53,39.67,1033.1,25.92
2006-07-11,18.21,99.68,1014.67,26.64
2006-07-12,20.15,76.01,1018.78,29.22
2006-07-13,20.42,58.93,1017.56,25.76
2006-07-14,13.58,30.37,995.68,25.35
2006-07-15,22.89,84.98,1038.41,49.6
2006-07-16,25.7,81.7,992.84,36.93
2006-07-17,29.26,76.08,1049.87,46.48
2006-07-18,15.8,23.08,1048.38,48.66
2006-07-19,28.59,69.09,1008.16,20.04
2006-07-20,10.76,36.6,1001.57,14.83
2006-07-21,27.65,54.31,1019.32,34.81
2006-07-22,21.9,49.84,1030.29,17.86
2006-07-23,17.36,48.52,1010.21,11.6
2006-07-24,17.94,28.4,1024.35,48.37
2006-07-25,13.52,63.48,997.96,15.56
2006-07-26,34.61,61.12,1047.47,46.18
2006-07-27,25.08,56.85,999.22,25.43
2006-07-28,17.94,93.25,1018.37,27.66
2006-08-01,21.97,79.94,1012.14,28.48
2006-08-02,20.74,59.97,1021.19,11.26
2006-08-03,11.85,44.58,1032.7,45.41
2006-08-04,38.72,87.58,1007.47,34.99
2006-08-05,20.1,49.39,988.19,26.72
2006-08-06,21.49,26.47,992.56,26.43
2006-08-07,18.53,64.64,985.33,18.9
2006-08-08,18.27,45.04,1012.54,21.8
2006-08-09,15.21,27.8,1034.72,13.36
2006-08-10,21.36,97.57,1002.58,27.11
2006-08-11,37.33,28.24,1004.17,45.35
2006-08-12,17.24,35.71,1003.01,19.23
2006-08-13,30.51,69.61,1000.72,12.92
2006-08-14,16.96,43.2,1047.92,18.82
2006-08-15,21.61,44.3,989.18,46.47
2006-08-16,15.12,21.57,992.17,49.32
2006-08-17,28.53,21.16,1040.05,19.83
2006-08-18,25.79,59.31,1014.34,30.54
2006-08-19,10.79,36.27,981.53,46.88
2006-08-20,18.24,97.69,993.22,14.58
2006-08-21,31.31,26.67,996.42,34.2
2006-08-22,19.36,74.17,1008.58,16.28
2006-08-23,10.57,75.0,1035.06,17.16
2006-08-24,32.16,83.66,1038.85,16.92
2006-08-25,18.88,78.51,1014.66,48.87
2006-08-26,15.15,90.44,1013.48,19.41
2006-08-27,30.81,71.81,1019.97,25.0
2006-08-28,14.19,92.66,1010.82,19.97
2006-09-01,11.79,75.91,1010.95,12.56
2006-09-02,37.43,22.68,994.68,40.07
2006-09-03,36.14,91.12,997.7,34.43
2006-09-04,18.63,42.52,1039.68,34.82
2006-09-05,17.29,85.97,1033.8,10.2
2006-09-06,26.09,48.03,1002.86,23.4
2006-09-07,17.02,52.96,1008.49,18.49
2006-09-08,35.14,47.76,1032.72,37.42
2006-09-09,35.61,67.11,1043.44,16.46
2006-09-10,28.6,58.85,993.44,28.05
2006-09-11,34.28,25.15,1018.34,18.11
2006-09-12,28.28,75.55,983.45,11.6
2006-09-13,39.6,99.45,988.85,43.59
2006-09-14,22.02,87.17,1019.78,22.45
2006-09-15,39.87,24.93,982.18,38.15
2006-09-16,20.79,59.42,1046.72,42.72
2006-09-17,11.07,34.77,1024.55,41.18
2006-09-18,19.25,38.49,1040.64,17.86
2006-09-19,39.21,53.46,1036.95,30.23
2006-09-20,28.21,23.46,1009.2,27.31
2006-09-21,15.24,32.42,986.6,24.4
2006-09-22,23.75,75.4,1038.39,23.4
2006-09-23,39.99,91.2,1012.22,36.69
2006-09-24,36.38,56.22,1000.61,45.07
2006-09-25,28.72,85.59,988.6,19.52
2006-09-26,10.14,97.85,993.09,25.43
2006-09-27,23.76,73.31,982.11,41.01
2006-09-28,25.54,46.17,1032.05,24.51
2006-10-01,29.1,83.88,1027.53,11.6
2006-10-02,32.15,52.47,1030.71,18.03
2006-10-03,21.72,75.42,1044.14,26.99
2006-10-04,36.3,43.67,1037.76,31.39
2006-10-05,17.37,89.65,980.19,42.36
2006-10-06,12.71,69.22,1001.22,21.64
2006-10-07,16.77,81.72,1018.12,28.56
2006-10-08,14.35,50.96,1018.02,42.43
2006-10-09,30.67,68.57,1030.18,17.23
2006-10-10,10.51,20.21,992.15,30.72
2006-10-11,18.83,61.14,1048.67,30.49
2006-10-12,31.42,66.41,995.25,30.92
2006-10-13,31.99,75.57,1025.22,47.8
2006-10-14,17.32,23.07,1012.69,34.78
2006-10-15,19.92,55.69,1035.07,18.54
2006-10-16,10.29,81.53,986.38,25.12
2006-10-17,20.37,94.01,1010.33,16.73
2006-10-18,30.36,75.86,1037.94,17.98
2006-10-19,23.35,92.98,1011.94,20.23
2006-10-20,26.31,42.37,1017.44,17.19
2006-10-21,17.22,27.21,981.35,37.57
2006-10-22,34.32,73.75,1004.92,38.74
2006-10-23,12.45,39.25,980.94,10.98
2006-10-24,18.42,41.84,984.24,38.12
2006-10-25,19.13,88.61,1000.65,17.08
2006-10-26,23.65,32.85,1029.27,22.34
2006-10-27,13.79,37.13,1027.26,25.76
2006-10-28,21.59,97.35,1023.47,24.22
2006-11-01,39.89,42.73,1004.53,21.34
2006-11-02,28.89,87.62,997.21,47.5
2006-11-03,38.3,26.66,1033.45,37.57
2006-11-04,29.85,32.15,1042.65,31.42
2006-11-05,30.15,73.04,988.75,32.13
2006-11-06,37.69,56.79,1048.58,33.57
2006-11-07,27.82,34.58,1005.69,44.13
2006-11-08,28.74,90.85,1018.67,14.19
2006-11-09,23.88,91.07,1021.85,26.96
2006-11-10,35.34,66.55,1043.07,11.22
2006-11-11,30.74,97.8,1046.36,25.43
2006-11-12,28.45,65.92,1038.39,27.39
2006-11-13,10.58,79.1,1010.29,37.86
2006-11-14,14.5,45.1,1041.16,27.64
2006-11-15,30.44,80.3,999.69,40.77
2006-11-16,29.01,98.52,999.24,22.9
2006-11-17,26.83,81.01,1033.48,44.75
2006-11-18,10.83,86.89,992.52,20.2
2006-11-19,17.44,97.52,1023.93,44.38
2006-11-20,26.68,50.17,1011.74,22.06
2006-11-21,22.13,28.21,1036.83,41.55
2006-11-22,16.22,54.52,1033.44,39.11
2006-11-23,36.59,62.44,984.04,49.94
2006-11-24,29.82,66.44,1041.55,41.14
2006-11-25,24.57,38.25,1034.02,45.77
2006-11-26,12.69,35.22,1011.1,49.08
2006-11-27,14.2,83.87,1016.74,20.62
2006-11-28,36.08,21.38,991.45,12.09
2006-12-01,22.75,81.67,1012.8,45.27
2006-12-02,19.8,54.37,1021.75,29.74
2006-12-03,33.28,84.14,1042.43,35.57
2006-12-04,17.16,56.65,1015.69,42.33
2006-12-05,14.34,38.85,1018.29,37.55
2006-12-06,26.81,48.31,1037.03,38.92
2006-12-07,39.64,25.86,1049.1,15.85
2006-12-08,30.63,61.29,983.73,40.0
2006-12-09,16.73,70.36,1022.99,43.2
2006-12-10,23.8,22.54,1035.88,13.14
2006-12-11,26.2,45.45,988.57,21.32
2006-12-12,19.54,35.63,1028.46,12.36
2006-12-13,15.23,90.94,985.08,16.69
2006-12-14,30.11,37.23,981.42,36.86
2006-12-15,39.47,20.96,1012.34,26.95
2006-12-16,35.16,79.48,1022.09,23.33
2006-12-17,22.01,61.11,990.76,47.11
2006-12-18,21.85,67.12,997.26,31.13
2006-12-19,11.29,25.3,1049.66,33.3
2006-12-20,37.17,72.28,1022.71,35.14
2006-12-21,34.58,79.08,1024.77,30.9
2006-12-22,33.5,99.17,1000.77,44.55
2006-12-23,16.76,76.38,1018.78,12.66
2006-12-24,14.59,95.89,1009.04,26.81
2006-12-25,17.87,40.67,993.08,31.15
2006-12-26,25.64,78.67,987.84,13.69
2006-12-27,18.23,66.12,980.77,44.89
2006-12-28,28.17,59.64,1042.32,34.24
2007-01-01,22.82,85.87,995.0,40.58
2007-01-02,23.42,76.79,1040.63,46.66
2007-01-03,12.43,58.36,1004.65,20.72
2007-01-04,33.95,68.01,1021.32,33.02
2007-01-05,26.16,42.9,981.43,31.45
2007-01-06,34.47,28.06,995.41,40.18
2007-01-07,17.72,31.99,1016.05,36.97
2007-01-08,13.25,52.85,1008.61,47.93
2007-01-09,10.18,70.64,1008.62,45.45
2007-01-10,30.37,58.32,1005.96,34.01
2007-01-11,37.38,90.96,983.34,29.17
2007-01-12,19.62,23.23,993.89,38.98
2007-01-13,25.35,62.8,997.79,41.62
2007-01-14,36.72,51.69,1018.63,36.48
2007-01-15,18.96,78.81,997.17,41.86
2007-01-16,18.41,79.73,1048.02,37.36
2007-01-17,36.43,60.48,987.5,49.02
2007-01-18,15.8,56.44,991.32,38.77
2007-01-19,14.93,48.57,995.66,14.14
2007-01-20,27.87,64.58,1012.18,41.68
2007-01-21,21.91,79.63,1039.08,38.44
2007-01-22,31.38,97.98,988.94,16.76
2007-01-23,30.01,66.49,1027.57,11.24
2007-01-24,32.35,60.67,1027.68,39.82
2007-01-25,20.06,35.92,1045.98,45.3
2007-01-26,33.2,93.01,1039.82,11.18
2007-01-27,20.33,61.83,1011.26,46.33
2007-01-28,17.96,45.61,1025.23,35.87
2007-02-01,13.72,99.71,1036.84,42.25
2007-02-02,27.47,94.68,1004.36,37.95
2007-02-03,34.75,44.1,1022.65,15.05
2007-02-04,21.81,99.21,1006.69,30.68
2007-02-05,10.29,32.43,1029.12,31.62
2007-02-06,28.68,24.72,994.84,33.58
2007-02-07,36.19,79.79,1002.24,30.15
2007-02-08,37.35,76.95,982.83,23.56
2007-02-09,26.53,61.41,1037.85,21.04
2007-02-10,11.83,24.02,997.71,36.27
2007-02-11,37.38,60.44,989.37,24.55
2007-02-12,13.54,55.2,993.53,44.63
2007-02-13,17.37,87.2,1028.73,16.54
2007-02-14,17.47,61.72,1045.26,43.4
2007-02-15,29.9,79.62,1015.88,20.86
2007-02-16,28.18,33.87,981.32,28.12
2007-02-17,31.09,74.46,1001.6,33.06
2007-02-18,36.27,67.15,995.47,32.41
2007-02-19,23.48,22.88,1042.51,35.96
2007-02-20,34.84,71.51,1014.64,22.52
2007-02-21,23.3,52.11,987.55,38.03
2007-02-22,13.99,61.13,997.38,19.79
